"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1860888424720511231","Mon Nov 25 03:29:08 +0000 2024","0","Gak henti-henti ya alumnus kurikulum merdeka ini. Ada aja gebrakannya https://t.co/hzXxRGWMDH","1860888424720511231","https://pbs.twimg.com/media/GdM0JfhaoAAtzZo.jpg","","in","泗水 Surabaya","0","0","0","https://x.com/banggavann/status/1860888424720511231","143756229","banggavann"
"1860837252026466673","Mon Nov 25 03:07:34 +0000 2024","0","@yusrilfahriza Ternyata MU ikut kurikulum merdeka","1860882997597352290","","yusrilfahriza","in","Kasihan, Indonesia","0","0","0","https://x.com/tifosi_XLVIII/status/1860882997597352290","1516966457242193920","tifosi_XLVIII"
"1860509653144338708","Mon Nov 25 02:09:41 +0000 2024","0","@Mdy_Asmara1701 Pendidikan di Republik ini beberapa puluh tahun kedepan susah berkembang : Kurikulum Merdeka menyibukkan guru dgn administrasinya kemudian sbntr mau masuk makan gratis atau apalah itu yg menyibukkan pengawasan atau bntuk laporan administrasi dari guru juga.","1860868430779552144","","Mdy_Asmara1701","in","","0","0","0","https://x.com/Marbun8Marbun/status/1860868430779552144","1618001385198616576","Marbun8Marbun"
"1860865785251705253","Mon Nov 25 01:59:11 +0000 2024","0","Saya buka jasa joki pembuatan modul ajar kurikulum merdeka Atau juga bisa yang lebih lengkapnya perangkat ajar 250k udah lengkap dengan bahan ajar/bacaan lkpd soal evaluasi dll tinggal diimplementasikan saja untuk ukin ataupun mengajar yo https://t.co/7q25n8Ynyo","1860865785251705253","","","in","","0","0","0","https://x.com/uci_store/status/1860865785251705253","994252709682335745","uci_store"
"1860839790112882932","Mon Nov 25 00:15:53 +0000 2024","0","Struktur Kurikulum Merdeka SMP Lengkaop dengan Aturan dan Tipe Pembelajarannya https://t.co/NV24f5jcCN","1860839790112882932","","","in","Bogor, Indonesia","0","0","0","https://x.com/MediaVoi/status/1860839790112882932","1578222594","MediaVoi"
"1860806313904939142","Sun Nov 24 22:02:52 +0000 2024","0","Aplikasi Rapot Kelas 2 Semester 1 Kurikulum Merdeka Lebih Mudah Lebih Bermakna! https://t.co/ZvuWU0VkuS","1860806313904939142","","","in","Indonesia","0","0","0","https://x.com/sekolahdasar/status/1860806313904939142","112983336","sekolahdasar"
"1860738630551265760","Sun Nov 24 17:33:55 +0000 2024","7","Info joki tugas mata pelajaran SEJARAH KELAS 11 KURIKULUM MERDEKA HARGA PELAJAR PLEASE INRUSHHHH yang dah open!!! #zonauang #zonajajanᅠᅠ #jokitugas","1860738630551265760","","","in","Bojongsoang, Indonesia","0","47","0","https://x.com/sk_yyy01/status/1860738630551265760","1499089435719131136","sk_yyy01"
"1860733170339152243","Sun Nov 24 17:12:13 +0000 2024","0","ATP (Alur Tujuan Pembelajaran) IPA Kelas 7 SMP/MTs Fase D Kurikulum Merdeka #atpkelas7 #atpipa #alurtujuanpembelajaran #atpkurikulummerdeka https://t.co/MRHFZIRFiJ","1860733170339152243","","","in","","0","0","0","https://x.com/abdierablog/status/1860733170339152243","1760637346700218368","abdierablog"
"1860729357846941911","Sun Nov 24 16:57:04 +0000 2024","0"," kurikulum merdeka YG MERDEKA SIAPASI ANJENGG","1860729357846941911","","","in","","0","0","0","https://x.com/hajataan/status/1860729357846941911","1291240206192926721","hajataan"
"1860724565489635344","Sun Nov 24 16:39:07 +0000 2024","1","@M_OlineJKT48 nite semangat ulangannya -kurikulum merdeka","1860724842439553284","","M_OlineJKT48","in","","0","0","0","https://x.com/ShadiqAbdullahh/status/1860724842439553284","1756942194882326528","ShadiqAbdullahh"
"1860559029396799847","Sun Nov 24 16:39:06 +0000 2024","4","@makhluktakhidup @tanyarlfes full day school nek pulang jam 5 pikiran capek pengen istirahat masa gaboleh bjirr. lagian kurikulum merdeka gaada pr","1860724836668170693","","makhluktakhidup","in","terejo","0","0","0","https://x.com/jewuuju/status/1860724836668170693","1506889434427715586","jewuuju"
"1860716004906840315","Sun Nov 24 16:04:00 +0000 2024","0",". Catatan Bahasa Indonesia Kelas 10 Kurikulum Merdeka Semester 1 ㅤㅤ› Laporan Hasil Observasi (LHO) ㅤㅤ› Teks Eksplanasi ㅤㅤ› Teks Eksposisi ㅤㅤ› Kritik Sosial: Teks Anekdot ㅤㅤ› Teks Hikayat source: sekolah twt #studytwt https://t.co/3PI7lwS1jL","1860716004906840315","https://pbs.twimg.com/media/GdKXV-gaIAAiIaX.jpg","","in","","0","1","0","https://x.com/yjwstans/status/1860716004906840315","1466662812164313091","yjwstans"
"1860685561604026546","Sun Nov 24 14:03:02 +0000 2024","0","halo adakah yg bisa bantuin cari cari data terkait dgn analisis kurikulum merdeka kurikulum darurat sama kurikulum 2013 revisi 2018?? need asap! cariin data ajaa #zonajajanᅠ #zonauang #zonaBA #jokitugas","1860685561604026546","","","in","","0","4","0","https://x.com/litllelilyy/status/1860685561604026546","1784402280994992129","litllelilyy"
"1860683757952577689","Sun Nov 24 13:55:52 +0000 2024","0","Let me tell you why I think kurikulum merdeka (kurmer) is a fucking joke sbg murid yg dapet kurmer. The whole concept of kurmer kelas 10 pelajarin semua pelajaran IPA dan IPS trs kls 11 nya milih itu menurut gw udh bagus. BUT THE EXECUTION IS TERRIBLE. (1)","1860683757952577689","","","in","","0","1","0","https://x.com/a_pickmegirl/status/1860683757952577689","1314244378521604098","a_pickmegirl"
"1860677869674045884","Sun Nov 24 13:32:28 +0000 2024","2","Hasil kurikulum merdeka R1DO Najis LGBT https://t.co/YFO6EsGkGT","1860677869674045884","https://pbs.twimg.com/ext_tw_video_thumb/1860677828859273216/pu/img/xIKELJNWFPtZ7741.jpg","","in","","0","1","0","https://x.com/ABjodohComeback/status/1860677869674045884","1717201992567939072","ABjodohComeback"
"1860559029396799847","Sun Nov 24 13:24:16 +0000 2024","0","@tanyarlfes Dibilangin murid Indonesia tuh ga ada rasa senang belajar dri dulu Ditambah sok ngide kurikulum merdeka sama orang yg sekolah di internasional school private school sekolah luar negeri. Mana paham susahnya guru Indonesia yg mulut bebusah tpi muridnya udh mikir kawin","1860675804197507147","","tanyarlfes","in","","0","1","0","https://x.com/mrimazzz/status/1860675804197507147","1296847618052517889","mrimazzz"
"1860675272363938046","Sun Nov 24 13:22:11 +0000 2024","0","Sayangnya kurikulum merdeka ngambil inspirasi montessori merdekanya doang jadi nama jargon filosofi dan detail2 pentingnya kaga diambil","1860675281452990846","","kulimain","in","wood and metal","0","1","0","https://x.com/kulimain/status/1860675281452990846","1200914690034978816","kulimain"
"1860675272363938046","Sun Nov 24 13:22:10 +0000 2024","0","Gue mau cerita sejarah terbentuknya metode Montessori metode yg jadi inspirasi kurikulum di banyak sekolah seluruh dunia termasuk kurikulum merdeka","1860675275476107478","","kulimain","in","wood and metal","0","1","0","https://x.com/kulimain/status/1860675275476107478","1200914690034978816","kulimain"
"1860571614129046014","Sun Nov 24 13:15:08 +0000 2024","0","@schfess @bluesqyy kak aku mauu kebetulan aku anak smk kurikulum merdeka jadi gada pelajaran fisika biologi kimia dll. apalagi mtknya kureng bgt karna gurunya masuk 6bulan sekali","1860673506960441709","","schfess","in","","0","0","0","https://x.com/bluesqyy/status/1860673506960441709","1664268587937460226","bluesqyy"
"1859844501369749619","Sat Nov 23 12:05:21 +0000 2024","1","@tawondast @txtdarisisange Mana ada bos malah disuruh mandiri katanya pake kurikulum merdeka","1860293557703311681","","tawondast","in","","0","0","0","https://x.com/kambingjenggott/status/1860293557703311681","1817853646052442112","kambingjenggott"
"1860230682188087348","Sat Nov 23 11:12:38 +0000 2024","0","@ardisatriawan Well to be honest dengan kurikulum merdeka sekolah atau gak sekolah itu gak banyak bedanya.","1860280293518893185","","ardisatriawan","in","","0","0","0","https://x.com/paradox6666666/status/1860280293518893185","1511936277402193924","paradox6666666"
"1860259381264417089","Sat Nov 23 10:41:47 +0000 2024","117","@unbonboys Kayaknya materi SD yg kurikulum merdeka ada soal ini.","1860272526519337021","","unbonboys","in","Bali, Indonesia","0","1","0","https://x.com/hafizha_anisa/status/1860272526519337021","1178173873163866112","hafizha_anisa"
"1860254773100052756","Sat Nov 23 10:31:40 +0000 2024","0","@mengbaong Buku bacaan atau buku kurikulum wkwkwkwk apa gak sekalian kurikulum merdeka","1860269981675716632","","mengbaong","in","","0","1","0","https://x.com/shedjania/status/1860269981675716632","1351676309152231424","shedjania"
"1860234511646351379","Sat Nov 23 08:11:27 +0000 2024","0","menggelar kegiatan bertajuk Evaluasi Implementasi Kurikulum Merdeka Belajar-Kampus Merdeka (MBKM) yang bertempat di Greensa Inn Lantai 5 dan akan diselenggarakan selama tiga hari. Acara hari pembuka kali ini berlangsung dari pukul 08.00 hingga 16.00 WIB dengan menghadirkan https://t.co/CA3o8Wccj0","1860234696137015461","https://pbs.twimg.com/media/GdDhlwCagAIiBlF.jpg","fpkuinsa","in","","0","1","0","https://x.com/fpkuinsa/status/1860234696137015461","1407540427637465098","fpkuinsa"
"1860234511646351379","Sat Nov 23 08:10:43 +0000 2024","0","[FPK REPORT] Kuatkan Langkah Pendidikan Berkualitas FPK Turut Hadiri Undangan Evaluasi Implementasi Kurikulum MBKM UINSA Sidoarjo (22/11/2024) Optimalkan implementasi kurikulum Merdeka Belajar-Kampus Merdeka (MBKM) Universitas Islam Negeri Sunan Ampel (UINSA) Surabaya https://t.co/5EjmsJkFhF","1860234511646351379","https://pbs.twimg.com/media/GdDhbEvagAI2osk.jpg","","in","","0","1","0","https://x.com/fpkuinsa/status/1860234511646351379","1407540427637465098","fpkuinsa"
"1860223965941366803","Sat Nov 23 07:28:49 +0000 2024","0","Pasti mereka belajarnya ga pake kurikulum merdeka.","1860223965941366803","","","in","","0","0","0","https://x.com/kelincisawah/status/1860223965941366803","3246022082","kelincisawah"
"1860136113421320296","Sat Nov 23 06:54:34 +0000 2024","0","@kabarpediia Di sini pakai Kurikulum merdeka banyak yg ngamuk ..he he..","1860215347288375517","","kabarpediia","in","Indonesia","0","0","0","https://x.com/Hespribook/status/1860215347288375517","416316001","Hespribook"
"1860195639491203580","Sat Nov 23 05:36:15 +0000 2024","0","Evaluasi Pendidikan: Komisi X DPR RI Bahas PPDB Kurikulum Merdeka dan UN Berita selengkapnya klik link di bio Sumber: https://t.co/rK3U5xhcxg | Media Kolaborasi Indonesia. https://t.co/sGNFDQf4dE #dpr #ketik #ketikmedia #ketikonline #beritaterkini #fyp #foryou #foryourpage https://t.co/sC0usPc75C","1860195639491203580","https://pbs.twimg.com/media/GdC-Bs7agAEyMNy.jpg","","in","","0","0","0","https://x.com/ketikmedia/status/1860195639491203580","1594880014490959872","ketikmedia"
"1860181599637098684","Sat Nov 23 04:43:36 +0000 2024","0","@tanyakanrl Kurikulum merdeka moment","1860182387843563653","","tanyakanrl","in","indonesia","0","0","0","https://x.com/serbetbasah/status/1860182387843563653","1624990807932665856","serbetbasah"
"1860118450691334411","Sat Nov 23 00:29:32 +0000 2024","1","Berkat Kurikulum Merdeka","1860118450691334411","","","in","","0","0","0","https://x.com/politikana/status/1860118450691334411","18660644","politikana"
"1860008221714640907","Fri Nov 22 17:11:31 +0000 2024","0","Kriteria Ketercapaian Tujuan Pembelajaran (KKTP) Pendidikan Pancasila Kelas 2 SD/MI Fase A Kurikulum Merdeka #kktpkelas2 #kktppendidikanpancasila #kktpkurikulummerdeka #kriteriaketercapaiantujuanpembelajaran https://t.co/Ow1R0LF1Ys","1860008221714640907","","","in","","0","0","0","https://x.com/abdierablog/status/1860008221714640907","1760637346700218368","abdierablog"
"1859991909848256861","Fri Nov 22 16:06:42 +0000 2024","2","Kurikulum Merdeka di PKBM: Antara Asa Realita dan Transformasi Paradigma Guru https://t.co/SM2R19JYdQ","1859991909848256861","","","in","Indonesia","0","0","0","https://x.com/kompasiana/status/1859991909848256861","23786106","kompasiana"
"1859981736370921631","Fri Nov 22 15:26:17 +0000 2024","2","PRELOVED BUKU ERLANGGA KELAS 10 KURIKULUM MERDEKA #preloved #buku https://t.co/RDy5hGIRGU","1859981736370921631","https://pbs.twimg.com/media/Gc_7ht2bAAEWhsI.jpg","","in","Indonesia","0","1","0","https://x.com/jerukimuy/status/1859981736370921631","1742572541284368385","jerukimuy"
"1859976077432803750","Fri Nov 22 15:03:48 +0000 2024","0","Ini tuh cara yg d pakai kurikulum merdeka sekarang yaaa","1859976077432803750","","","in","","0","0","0","https://x.com/unovirse/status/1859976077432803750","1088491611258941440","unovirse"
"1859945019903275498","Fri Nov 22 13:00:23 +0000 2024","2","sch! kalian ada yg ngerasa keberatan ga kalo eligible kurmer dipukul rata? please ada info terbaru tentang eligible kurikulum merdeka ga? aku ovt banget karena mapel pilihanku ipa smua dan nilainya kalah sm kombinasi lain","1859945019903275498","","","in","Kirim Menfess 👇🏻","0","0","1","https://x.com/schfess/status/1859945019903275498","1201673806156161025","schfess"
"1859164590925615584","Fri Nov 22 12:24:51 +0000 2024","0","@ismailfahmi @Abe_Mukti Zonasi - bad idea.. Ujian Nasional - wajib SMK - paling cocok Sekolah unggulan - gak usah kalau Masih maksain anak umur 'tua' dpt previledge Coding - gak usahlah.. ratakan dulu standar guru ke daerah² Guru penggerak - harus... Kurikulum merdeka - gak usah merdeka²amat","1859936078008115241","","ismailfahmi","in","","0","0","0","https://x.com/WendyRinaldy/status/1859936078008115241","1396590134","WendyRinaldy"
"1859911801246519633","Fri Nov 22 10:48:25 +0000 2024","0","Padahal dulu Presma Presma sebelum Covid di IPB tuh hampir semuanya mapres (minimal mapres jurusan) jadi sampe disebut mapresma. Kok sekarang gini amat ya penurunan kualitasnya? Apa gara gara kurikulum merdeka? Makanya mereka kuliah semaunya dan semerdekanya?","1859911807831548014","","_ezalev","in","-","0","0","0","https://x.com/_ezalev/status/1859911807831548014","1648654427996422145","_ezalev"
"1859638557922689370","Fri Nov 22 10:46:20 +0000 2024","0","@Citragusti2 sblm kurikulum merdeka bg msh banyak yg ga paham basic mtk","1859911283279319378","","Citragusti2","in","55 Cancri e","0","1","0","https://x.com/liliedescartes/status/1859911283279319378","1247909870109487106","liliedescartes"
"1859910194505134294","Fri Nov 22 10:42:27 +0000 2024","0","Alasannua mah krna kurikulum merdeka cnah ah ni hoream","1859910307809989044","","flafwl","in","","0","0","0","https://x.com/flafwl/status/1859910307809989044","1094368602898087936","flafwl"
"1859590161094541782","Fri Nov 22 10:35:35 +0000 2024","1","@agneps @kegblgnunfaedh Jadilah kurikulum merdeka dan oon semua..","1859908579043774608","","agneps","in","","0","0","0","https://x.com/RiffatAV/status/1859908579043774608","1688392847471546368","RiffatAV"
"1859907917908250905","Fri Nov 22 10:32:57 +0000 2024","0","that we called kurikulum merdeka ","1859907917908250905","","","in","","0","0","0","https://x.com/bbyvalco/status/1859907917908250905","2306427716","bbyvalco"
"1859638557922689370","Fri Nov 22 09:54:27 +0000 2024","0","@liliedescartes Kurikulum merdeka itu semua anak wajib naik dan lulus kk","1859898230152241362","","liliedescartes","in","Pontianak","0","1","0","https://x.com/Citragusti2/status/1859898230152241362","1201550710204059655","Citragusti2"
"1859866049757446284","Fri Nov 22 07:46:35 +0000 2024","0","guyss kalo aku preloved buku paket kurikulum merdeka kelas 10 ada yg mau gaakkk","1859866049757446284","","","in","dellie","0","0","0","https://x.com/snazzywhiskers/status/1859866049757446284","1848974192114601984","snazzywhiskers"
"1859537522684199223","Fri Nov 22 07:35:58 +0000 2024","0","@tempodotco Stop cok itu gak guna LEBIH BAIK LO PERBAIKI LAGI TU KURIKULUM MERDEKA!! LO PERBAIKIN DULU PENDIDIKAN DASAR!","1859863379093127255","","tempodotco","in","","0","0","0","https://x.com/ddolppangcweguu/status/1859863379093127255","1467872768494505998","ddolppangcweguu"
"1859817014589784197","Fri Nov 22 06:59:50 +0000 2024","1","@__AnakKolong Utk mengatasinya di era otda adalah kurikulum merdeka sekolah yg paham mutu pendidikan sekolah dan tendik jg murid2nya nah itu yg wajib didiagnosa oleh kadisdik utk dijadikan kebijakan utk meningkatkan mutu pendidikan","1859854284357239226","","KarundengUsi","in","","0","0","0","https://x.com/KarundengUsi/status/1859854284357239226","1331653431723913217","KarundengUsi"
"1859850517117321407","Fri Nov 22 06:44:52 +0000 2024","0","Hint: kurikulum merdeka","1859850519021486345","","salimashaidy","in","Popsomp Hills, MI","0","0","0","https://x.com/salimashaidy/status/1859850519021486345","1325302877728894979","salimashaidy"
"1859835550716526695","Fri Nov 22 05:45:24 +0000 2024","0","Absen yang setuju kurikulum merdeka ini dihapus aja.","1859835550716526695","","","in","","0","1","0","https://x.com/DriftForSpeed/status/1859835550716526695","2820688860","DriftForSpeed"
"1859817496456593730","Fri Nov 22 04:33:39 +0000 2024","8","Lepas dari pro kontra Kurikulum Merdeka perkembangan anak2 terkadang mengejutkan juga. Project P5 utk anak SD mereka bisa bikin film pendek edit putar cari penonton sampai jualan makanan saat nonton. Gak semua sehancur nyinyiran orang2 kok","1859817496456593730","","","in","","1","1","6","https://x.com/MashudiRbg/status/1859817496456593730","147441595","MashudiRbg"
"1859806840345010636","Fri Nov 22 03:51:18 +0000 2024","0","Bahkan bule juga ngitungnya kaya jaman gue ini fuck kurikulum merdeka","1859806840345010636","","","in","","0","0","0","https://x.com/kkmjongg/status/1859806840345010636","2867591348","kkmjongg"
"1859796111252390247","Fri Nov 22 03:08:40 +0000 2024","3"," Pak ini bukunya gak ada yang lebih update? Hah? Kenapa emang? Presidennya sekarang kan Pak Prabowo? BUKU IPS MU ITU KURIKULUM MERDEKA TERBITAN 2023 BELIAU BAHKAN BELUM ADA DUA BULAN MENJABAAAAAAATTTTT!!!!!","1859796111252390247","","","in","","0","3","0","https://x.com/Yukikaze_D_/status/1859796111252390247","1380833554540552197","Yukikaze_D_"
"1859633051392934041","Fri Nov 22 02:46:48 +0000 2024","0","@MhmmdRauf13 @MafiaWasit Kurikulum merdeka bang jadi ya berfikir merdeka alias suka suka paham atau ngga yg penting merdeka dan suka suka ","1859790604592611583","","MhmmdRauf13","in","Indonesia Raya","0","0","0","https://x.com/ebenkap/status/1859790604592611583","1020330637","ebenkap"
"1859776569277022364","Fri Nov 22 01:51:01 +0000 2024","0","Saya buka jasa joki pembuatan modul ajar kurikulum merdeka Atau juga bisa yang lebih lengkapnya perangkat ajar 250k udah lengkap dengan bahan ajar/bacaan lkpd soal evaluasi dll tinggal diimplementasikan saja untuk ukin ataupun mengajar yo https://t.co/7q25n8Ynyo","1859776569277022364","","","in","","0","0","0","https://x.com/uci_store/status/1859776569277022364","994252709682335745","uci_store"
"1859766509071106479","Fri Nov 22 01:37:10 +0000 2024","0","@sauskejucrispy nah kuwi lah wkwkw kleru ngitung kok jadi tolol saya kayak kena kurikulum merdeka. underage wes duwe anak dadi kudu qerja bagai kuda","1859773084712214942","","sauskejucrispy","in","yogyakarta,indonesia","0","0","0","https://x.com/U_Lex/status/1859773084712214942","66082869","U_Lex"
"1859767821842121141","Fri Nov 22 01:16:16 +0000 2024","1","DPR RI Desak Mendikdasmen Hapus Jalur Zonasi PPDB dan Cakap Soal Kurikulum Merdeka https://t.co/t1b9mRFVp0","1859767821842121141","","","in","Padang","0","0","0","https://x.com/CelahSumbar/status/1859767821842121141","1655524487646048256","CelahSumbar"
"1859731341119717832","Thu Nov 21 22:51:18 +0000 2024","0","Kaget aku pagi lihat Kata Shofi : sekarang kurikulum merdeka jadi anak2 bisa berkreasi sendiri. Tanpa kompromi dengan orang tua ternyata anak2 punya ide untuk ibu Guru Semoga ibu Guru seneng Dapat surprise dari anak-anak https://t.co/f495xvWFCq","1859731341119717832","https://pbs.twimg.com/media/Gc8XxP4bwAA9jKX.jpg","","in","Kota Yogyakarta, Yogyakarta","0","0","0","https://x.com/oxAamiin/status/1859731341119717832","1780568623826042880","oxAamiin"
"1859645517518733359","Thu Nov 21 17:10:16 +0000 2024","0","Program Semester (Promes/Prosem) Bahasa Indonesia Kelas 1 SD/MI Fase A Kurikulum Merdeka #prosemkelas1 #promeskelas1 #prosembahasaindonesia #promesbahasaindonesia #promeskurikulummerdeka #prosemkurikulummerdeka https://t.co/34kd5pVTic","1859645517518733359","","","in","","0","0","0","https://x.com/abdierablog/status/1859645517518733359","1760637346700218368","abdierablog"
